student_id,college_id,name,gender,department,batch_year,cgpa,skills,email,phone,city,placement_status
1061,63,Laban Sehgal,Male,Data Science,2027,7.02,"Data Analysis, Java, Excel",laban.sehgal1061@placemux-student.com,6426121203,Tiruvottiyur,In Process
1062,4,Ishaan Sani,Male,Commerce,2023,5.73,"C++, Python, Django, AWS, Digital Marketing, Java",ishaan.sani1062@placemux-student.com,9680785254,Amravati,Placed
1063,7,Kamala Thakur,Female,Electronics & Communication,2025,7.49,"Power BI, SQL, Data Analysis, AWS",kamala.thakur1063@placemux-student.com,4540064454,Solapur,Placed
1064,79,Dayita Dey,Female,Computer Science,2027,6.81,"SQL, Machine Learning, Python, Deep Learning, Power BI",dayita.dey1064@placemux-student.com,2748979177,Rourkela,In Process
1065,3,Yash Gara,Male,Electrical Engineering,2023,9.25,"Excel, Data Analysis, Machine Learning, Deep Learning, Product Management",yash.gara1065@placemux-student.com,3886217508,Shahjahanpur,In Process
1066,38,Ansh Kumer,Male,Artificial Intelligence & ML,2027,6.48,"Docker, Data Analysis, SQL, Tableau, Machine Learning",ansh.kumer1066@placemux-student.com,3069358824,Farrukhabad,In Process
1067,29,Abeer Banik,Male,Data Science,2025,8.29,"SQL, Java, Product Management",abeer.banik1067@placemux-student.com,8167784816,Rohtak,Placed
1068,84,Radha Lal,Female,Computer Science,2025,7.84,"React, Java, Tableau",radha.lal1068@placemux-student.com,6083851799,Kanpur,Placed
1069,68,Naveen Khosla,Male,Data Science,2026,6.49,"Power BI, SQL, Machine Learning, Java, Docker, React, Digital Marketing",naveen.khosla1069@placemux-student.com,2878848699,Khora ,Placed
1070,56,Azaan Mohan,Male,Commerce,2027,6.38,"Digital Marketing, Power BI, Data Analysis",azaan.mohan1070@placemux-student.com,7927147246,Nizamabad,Placed
1071,25,Harita Loyal,Female,Data Science,2027,6.15,"Tableau, Django, Digital Marketing",harita.loyal1071@placemux-student.com,3839728339,Ludhiana,In Process
1072,25,Shivani Dugar,Female,Information Technology,2023,6.18,"Machine Learning, C++, Python, Tableau, Product Management, Communication, Digital Marketing",shivani.dugar1072@placemux-student.com,2880983221,Berhampur,Placed
1073,46,Harita Agate,Female,Commerce,2024,6.35,"Digital Marketing, SQL, AWS",harita.agate1073@placemux-student.com,1867661008,Bhilai,In Process
1074,39,Abdul Chacko,Male,Electronics & Communication,2023,6.14,"Excel, DevOps, Power BI, Deep Learning, Tableau, SQL, Machine Learning",abdul.chacko1074@placemux-student.com,3561403845,Karawal Nagar,In Process
1075,85,Lakshit Sama,Male,Business Administration,2025,7.03,"React, Communication, Power BI",lakshit.sama1075@placemux-student.com,3546951003,Delhi,In Process
1076,5,Qasim Mallick,Male,Civil Engineering,2027,8.53,"Product Management, Kubernetes, React, Digital Marketing, Deep Learning",qasim.mallick1076@placemux-student.com,9671500666,Ahmedabad,In Process
1077,81,Shravya Prabhakar,Female,Computer Science,2024,6.99,"Communication, DevOps, Python, Docker, React",shravya.prabhakar1077@placemux-student.com,1134078516,Kalyan-Dombivli,Placed
1078,86,Abhimanyu Pillai,Male,Mechanical Engineering,2023,5.43,"Kubernetes, Java, Power BI, DevOps, AWS, Machine Learning, C++",abhimanyu.pillai1078@placemux-student.com,6683482689,Munger,In Process
1079,37,Victor Aurora,Male,Commerce,2025,9.09,"AWS, Deep Learning, Tableau, C++, Docker",victor.aurora1079@placemux-student.com,8688891787,Uluberia,In Process
1080,23,Tanish Gole,Male,Mechanical Engineering,2023,6.86,"C++, Node.js, Machine Learning, Tableau, Java, Data Analysis",tanish.gole1080@placemux-student.com,7197609320,Malda,In Process
1081,85,Girik Rai,Male,Artificial Intelligence & ML,2025,8.48,"Data Analysis, Tableau, AWS, Digital Marketing",girik.rai1081@placemux-student.com,4180952175,Jaunpur,In Process
1082,22,Yagnesh Shan,Male,Information Technology,2025,8.42,"AWS, Django, Node.js, Python, DevOps, Docker",yagnesh.shan1082@placemux-student.com,1274692118,Narasaraopet,In Process
1083,30,Saksham Devi,Male,Civil Engineering,2026,7.22,"Kubernetes, Machine Learning, React",saksham.devi1083@placemux-student.com,4222975891,Shimoga,In Process
1084,36,Dominic Cheema,Male,Mechanical Engineering,2024,7.92,"Product Management, DevOps, Java, Python",dominic.cheema1084@placemux-student.com,4570568209,Mumbai,In Process
1085,28,Aditya Bawa,Male,Business Administration,2024,6.6,"Node.js, Data Analysis, Excel, Digital Marketing, C++",aditya.bawa1085@placemux-student.com,6356407232,Karaikudi,Placed
1086,19,Nihal Mammen,Male,Information Technology,2023,6.99,"AWS, Python, Node.js, Excel",nihal.mammen1086@placemux-student.com,0178822473,Pali,In Process
1087,28,Rachit Ahuja,Male,Civil Engineering,2026,7.76,"Django, Machine Learning, C++, AWS",rachit.ahuja1087@placemux-student.com,1058011950,Chandigarh,In Process
1088,33,Nakul Grewal,Male,Commerce,2026,7.54,"DevOps, Digital Marketing, Node.js, Docker",nakul.grewal1088@placemux-student.com,1053709230,Guntakal,In Process
1089,19,Naksh Aurora,Male,Mechanical Engineering,2024,6.65,"Machine Learning, React, Product Management",naksh.aurora1089@placemux-student.com,7418948543,Haridwar,Placed
1090,29,Jalsa Sachar,Female,Commerce,2027,9.22,"Django, DevOps, C++, Power BI, Data Analysis, Tableau, Python",jalsa.sachar1090@placemux-student.com,2944716198,Siwan,In Process
1091,13,Benjamin Kala,Male,Mechanical Engineering,2023,7.83,"Kubernetes, Communication, React, C++",benjamin.kala1091@placemux-student.com,0450258963,Kakinada,Placed
1092,77,Pranit Sarma,Male,Artificial Intelligence & ML,2027,8.42,"React, Docker, Deep Learning, AWS, SQL",pranit.sarma1092@placemux-student.com,8352680648,Jammu,In Process
1093,64,Januja Krishnamurthy,Female,Business Administration,2025,7.4,"Node.js, Docker, Django",januja.krishnamurthy1093@placemux-student.com,8838425364,Bathinda,In Process
1094,17,Oviya Bera,Other,Artificial Intelligence & ML,2026,8.22,"Docker, Tableau, Node.js, C++, DevOps, Excel",oviya.bera1094@placemux-student.com,7406579551,Buxar,Placed
1095,69,Gavin Andra,Male,Mechanical Engineering,2026,8.25,"Excel, Product Management, Django, Java, AWS, Machine Learning",gavin.andra1095@placemux-student.com,8551074091,Surendranagar Dudhrej,Placed
1096,53,Yashica Rama,Female,Data Science,2027,8.61,"Django, AWS, Communication, Power BI",yashica.rama1096@placemux-student.com,9025476022,Muzaffarpur,Placed
1097,62,Nisha Loyal,Female,Electronics & Communication,2023,10.0,"DevOps, Excel, Kubernetes, SQL",nisha.loyal1097@placemux-student.com,2012275950,Vijayawada,Placed
1098,32,Odika Choudhry,Female,Artificial Intelligence & ML,2027,6.39,"Tableau, Docker, DevOps, Data Analysis, Java",odika.choudhry1098@placemux-student.com,3259479507,Mango,Placed
1099,16,Ikshita Dayal,Female,Artificial Intelligence & ML,2025,8.74,"C++, Power BI, Tableau, Kubernetes, Product Management, AWS, Node.js",ikshita.dayal1099@placemux-student.com,9805950310,Avadi,Placed
1100,80,Abha Jani,Female,Civil Engineering,2023,7.63,"Django, Python, Node.js, Tableau, Data Analysis",abha.jani1100@placemux-student.com,0452036089,Srikakulam,In Process
1101,51,Champak Kant,Male,Civil Engineering,2024,7.77,"SQL, Communication, Docker, Kubernetes, Digital Marketing",champak.kant1101@placemux-student.com,9928553595,Madurai,Placed
1102,19,Anay Bhargava,Male,Computer Science,2027,5.69,"Machine Learning, SQL, DevOps",anay.bhargava1102@placemux-student.com,7990069680,Morena,In Process
1103,45,Lekha Basu,Female,Civil Engineering,2025,7.17,"C++, AWS, Digital Marketing, Excel",lekha.basu1103@placemux-student.com,7842339449,Singrauli,In Process
1104,57,Yatan Shanker,Male,Computer Science,2025,7.49,"Digital Marketing, React, Kubernetes, Excel",yatan.shanker1104@placemux-student.com,2550325017,Bikaner,In Process
1105,51,Shivani Gour,Female,Business Administration,2024,6.6,"DevOps, Django, Product Management, Python, Deep Learning",shivani.gour1105@placemux-student.com,1784290292,Bareilly,Placed
1106,6,Bakhshi Aurora,Male,Commerce,2027,6.83,"Data Analysis, Digital Marketing, AWS, Deep Learning, Product Management, Excel",bakhshi.aurora1106@placemux-student.com,9060530886,Saharanpur,In Process
1107,57,Dalbir Chakrabarti,Male,Data Science,2024,8.16,"Tableau, C++, SQL, Product Management, AWS, Deep Learning",dalbir.chakrabarti1107@placemux-student.com,6732904575,North Dumdum,Placed
1108,49,Girik Chahal,Male,Electronics & Communication,2025,7.96,"Tableau, Kubernetes, Python, DevOps, React, Communication",girik.chahal1108@placemux-student.com,9964260336,Uluberia,Placed
1109,66,Peter Verma,Male,Mechanical Engineering,2026,7.79,"Deep Learning, DevOps, C++",peter.verma1109@placemux-student.com,1477092071,Jamalpur,Placed
1110,93,Aarush Golla,Male,Computer Science,2024,7.51,"Django, Kubernetes, Communication, C++, Python, Product Management",aarush.golla1110@placemux-student.com,6219215818,Buxar,In Process
1111,93,Charvi Saraf,Female,Mechanical Engineering,2026,6.75,"C++, Product Management, Django, Kubernetes",charvi.saraf1111@placemux-student.com,1863855881,Nandyal,In Process
1112,40,Geetika Chandra,Female,Artificial Intelligence & ML,2023,7.41,"Kubernetes, Django, AWS",geetika.chandra1112@placemux-student.com,8800537893,Danapur,Placed
1113,62,Wriddhish Gera,Male,Information Technology,2027,6.05,"Product Management, Tableau, Communication, SQL, Node.js",wriddhish.gera1113@placemux-student.com,5401822720,Srikakulam,In Process
1114,95,Manan Yadav,Male,Mechanical Engineering,2023,6.1,"Java, Deep Learning, Python, Node.js",manan.yadav1114@placemux-student.com,3220414474,Amritsar,In Process
1115,91,Ucchal Parsa,Female,Computer Science,2025,8.61,"Communication, AWS, Data Analysis, Digital Marketing, SQL, Kubernetes",ucchal.parsa1115@placemux-student.com,0202030423,Secunderabad,In Process
1116,9,Eesha Chauhan,Female,Electronics & Communication,2027,7.1,"Python, Node.js, C++, Power BI, Django, SQL, Java",eesha.chauhan1116@placemux-student.com,5302816506,Howrah,In Process
1117,98,Orinder Kashyap,Male,Mechanical Engineering,2025,7.77,"Deep Learning, SQL, Django, AWS, React, Power BI",orinder.kashyap1117@placemux-student.com,7756919832,Vijayanagaram,Not Placed
1118,8,Balhaar Singh,Male,Mechanical Engineering,2023,9.01,"Deep Learning, Node.js, Communication, AWS, Tableau, React",balhaar.singh1118@placemux-student.com,6902983104,Udupi,Placed
1119,58,Rishi Ramanathan,Male,Business Administration,2025,8.2,"Tableau, SQL, Django, Data Analysis",rishi.ramanathan1119@placemux-student.com,2913167080,Erode,Not Placed
1120,58,Shravya Sharma,Female,Artificial Intelligence & ML,2025,8.29,"Deep Learning, Tableau, Product Management, Java, SQL, React, C++",shravya.sharma1120@placemux-student.com,6362198655,Rohtak,Placed
1121,99,Netra Bansal,Female,Commerce,2026,8.57,"Django, Node.js, Power BI, Data Analysis, Product Management",netra.bansal1121@placemux-student.com,6634933965,Rourkela,In Process
1122,71,Vasana Gupta,Female,Electronics & Communication,2025,9.03,"Django, Node.js, Machine Learning, Digital Marketing, Java, Kubernetes",vasana.gupta1122@placemux-student.com,2626114243,Shimoga,In Process
1123,92,Forum Chaudhuri,Female,Information Technology,2025,6.4,"Communication, SQL, AWS, Deep Learning, Power BI, Django, Excel",forum.chaudhuri1123@placemux-student.com,8799196234,Firozabad,In Process
1124,95,Imaran Iyer,Male,Data Science,2026,7.15,"Machine Learning, Docker, C++",imaran.iyer1124@placemux-student.com,3247250583,Visakhapatnam,Placed
1125,64,Kavya Brahmbhatt,Female,Artificial Intelligence & ML,2023,8.03,"Excel, AWS, Docker, Java",kavya.brahmbhatt1125@placemux-student.com,5876054576,Malda,Placed
1126,62,Sai Loyal,Male,Data Science,2024,7.91,"Tableau, Django, C++",sai.loyal1126@placemux-student.com,3536597466,Chinsurah,In Process
1127,42,Hemang Mand,Male,Artificial Intelligence & ML,2026,9.14,"Java, Python, Excel, Machine Learning, React, Node.js",hemang.mand1127@placemux-student.com,1254508095,Mau,Placed
1128,59,George Rastogi,Male,Artificial Intelligence & ML,2025,6.84,"SQL, Digital Marketing, Kubernetes, Data Analysis, Tableau, Product Management",george.rastogi1128@placemux-student.com,5596647213,Mathura,Placed
1129,59,Qarin Dani,Male,Civil Engineering,2023,8.44,"Node.js, Python, Machine Learning, Digital Marketing",qarin.dani1129@placemux-student.com,2614048933,Ratlam,In Process
1130,90,Nilima Kala,Female,Electrical Engineering,2024,8.36,"Django, Node.js, SQL, Python, Excel, Kubernetes, Data Analysis",nilima.kala1130@placemux-student.com,7963731008,Rourkela,Placed
1131,12,Ekta Dara,Female,Computer Science,2027,5.68,"Java, Kubernetes, AWS, Tableau",ekta.dara1131@placemux-student.com,5871845235,Rampur,In Process
1132,62,Lila Tara,Female,Computer Science,2027,5.43,"Django, Communication, Tableau",lila.tara1132@placemux-student.com,1732086523,Gangtok,In Process
1133,67,Upasna Ratta,Female,Mechanical Engineering,2025,7.67,"Java, Django, AWS",upasna.ratta1133@placemux-student.com,6337014005,Nagpur,Placed
1134,45,Qarin Nanda,Male,Computer Science,2023,8.05,"AWS, SQL, Python, Power BI",qarin.nanda1134@placemux-student.com,0027221425,Indore,In Process
1135,21,Nidhi Karan,Female,Electronics & Communication,2023,6.49,"AWS, SQL, Data Analysis, Machine Learning, Node.js",nidhi.karan1135@placemux-student.com,3681720313,Jamnagar,In Process
1136,22,Yochana Raman,Female,Mechanical Engineering,2027,8.2,"Docker, Machine Learning, C++, Kubernetes, AWS, Communication",yochana.raman1136@placemux-student.com,0929735259,Gulbarga,In Process
1137,53,Faqid Savant,Male,Electrical Engineering,2024,8.05,"Power BI, Machine Learning, Data Analysis, AWS, Product Management, Node.js",faqid.savant1137@placemux-student.com,9389920457,Ambattur,Placed
1138,70,Udyati Sane,Female,Data Science,2024,8.13,"Django, C++, Python",udyati.sane1138@placemux-student.com,8507610870,Jamshedpur,Placed
1139,84,Yashawini Dutt,Female,Mechanical Engineering,2026,6.49,"Data Analysis, SQL, Excel, DevOps, Java, Deep Learning",yashawini.dutt1139@placemux-student.com,6010712615,Hubli–Dharwad,In Process
1140,63,Yatin Saran,Male,Information Technology,2027,5.54,"Digital Marketing, Deep Learning, Machine Learning, Node.js, Excel",yatin.saran1140@placemux-student.com,8467357422,Nanded,Placed
1141,21,Abhiram Cherian,Male,Artificial Intelligence & ML,2023,8.48,"Django, React, C++, Node.js, Kubernetes",abhiram.cherian1141@placemux-student.com,4258922256,Rajpur Sonarpur,In Process
1142,89,Ria Bawa,Female,Business Administration,2027,7.86,"Python, Product Management, Tableau, Django, Data Analysis",ria.bawa1142@placemux-student.com,3731180467,Shivpuri,Placed
1143,59,Nisha Karnik,Female,Civil Engineering,2024,9.23,"Data Analysis, Python, Machine Learning",nisha.karnik1143@placemux-student.com,1852013626,Berhampur,In Process
1144,77,Warjas Pau,Male,Civil Engineering,2024,7.6,"Data Analysis, SQL, Java, React, DevOps, Digital Marketing",warjas.pau1144@placemux-student.com,1547055491,Haldia,Placed
1145,2,Lipika Bora,Female,Commerce,2026,8.24,"Django, AWS, Java, Data Analysis",lipika.bora1145@placemux-student.com,9556409196,Hospet,In Process
1146,38,Yadavi Parmar,Female,Civil Engineering,2023,8.09,"React, Excel, C++, Java, Power BI",yadavi.parmar1146@placemux-student.com,0702042620,Bhavnagar,Placed
1147,20,Chaitanya Doctor,Male,Business Administration,2023,8.1,"C++, Digital Marketing, Data Analysis, AWS",chaitanya.doctor1147@placemux-student.com,1393696789,Thrissur,Placed
1148,91,Balhaar Gala,Male,Electronics & Communication,2026,8.54,"Data Analysis, Django, Docker, C++",balhaar.gala1148@placemux-student.com,7731922760,Tinsukia,In Process
1149,15,Shivansh Pandey,Male,Mechanical Engineering,2023,6.42,"SQL, Deep Learning, Digital Marketing",shivansh.pandey1149@placemux-student.com,3943191654,South Dumdum,In Process
1150,75,Kamala Dash,Female,Commerce,2027,6.34,"AWS, React, SQL, Node.js",kamala.dash1150@placemux-student.com,0219150576,Anantapuram,Placed
1151,54,Wriddhish Amble,Male,Artificial Intelligence & ML,2025,5.69,"Data Analysis, Docker, SQL, Power BI",wriddhish.amble1151@placemux-student.com,0268764486,Guntakal,Placed
1152,35,Varenya More,Female,Commerce,2024,8.14,"AWS, Data Analysis, Power BI, Node.js",varenya.more1152@placemux-student.com,6365604500,Muzaffarnagar,In Process
1153,31,Wahab Issac,Male,Artificial Intelligence & ML,2023,8.12,"Communication, Product Management, Tableau, AWS, Excel",wahab.issac1153@placemux-student.com,9649692771,Jehanabad,Placed
1154,32,Sachi Kapoor,Female,Data Science,2027,8.83,"Django, Digital Marketing, Node.js, Deep Learning, Tableau",sachi.kapoor1154@placemux-student.com,3059702551,Haridwar,Placed
1155,58,Harshil Sandhu,Male,Information Technology,2025,9.51,"Power BI, React, Deep Learning, Python, Django, AWS, Digital Marketing",harshil.sandhu1155@placemux-student.com,3159489895,Haridwar,In Process
1156,10,Urishilla Kota,Female,Civil Engineering,2026,8.52,"Kubernetes, React, Digital Marketing, Node.js, Excel, AWS, Data Analysis",urishilla.kota1156@placemux-student.com,5443441491,Narasaraopet,Placed
1157,68,Jairaj Kuruvilla,Male,Electronics & Communication,2026,9.27,"Django, Kubernetes, Deep Learning, SQL, C++",jairaj.kuruvilla1157@placemux-student.com,9743946408,Nashik,In Process
1158,20,Nitesh Tella,Male,Business Administration,2025,7.01,"React, AWS, Python, Kubernetes",nitesh.tella1158@placemux-student.com,2973988941,Aurangabad,In Process
1159,87,Vansha Dayal,Female,Civil Engineering,2027,7.87,"Django, Power BI, Digital Marketing, DevOps, Kubernetes, Data Analysis",vansha.dayal1159@placemux-student.com,2170754853,Chittoor,Placed
1160,51,Dominic Dass,Male,Data Science,2027,5.4,"Power BI, Java, Machine Learning",dominic.dass1160@placemux-student.com,3004496461,Bhopal,In Process
1161,50,Ekavir Parekh,Male,Business Administration,2026,8.62,"AWS, Power BI, Excel, DevOps",ekavir.parekh1161@placemux-student.com,2137565896,Chittoor,Placed
1162,25,Aadhya Sani,Female,Artificial Intelligence & ML,2023,8.05,"Java, Django, Power BI, Data Analysis, Docker",aadhya.sani1162@placemux-student.com,9931458434,Guwahati,In Process
1163,32,Balhaar Kapoor,Male,Civil Engineering,2024,9.45,"Python, React, Excel, Tableau, Product Management",balhaar.kapoor1163@placemux-student.com,0342362203,South Dumdum,Placed
1164,82,Libni Ray,Female,Data Science,2026,6.99,"Product Management, Node.js, Python, Machine Learning, SQL, C++, DevOps",libni.ray1164@placemux-student.com,1043796868,Ajmer,In Process
1165,75,Logan Raj,Male,Civil Engineering,2025,7.5,"SQL, Docker, AWS, Power BI, Node.js, Product Management, Kubernetes",logan.raj1165@placemux-student.com,2177417430,Bhatpara,Placed
1166,89,Jhalak Yadav,Female,Commerce,2025,6.22,"Kubernetes, Django, Communication, Power BI, SQL, Java, C++",jhalak.yadav1166@placemux-student.com,0228946652,Kollam,In Process
1167,74,Ekani Venkatesh,Female,Computer Science,2024,9.11,"Excel, AWS, Django, Communication",ekani.venkatesh1167@placemux-student.com,9302025691,Lucknow,Placed
1168,65,Januja Hora,Female,Civil Engineering,2026,7.85,"Python, Machine Learning, SQL, Power BI, Docker, C++",januja.hora1168@placemux-student.com,6771167507,Satna,Placed
1169,76,Jeet Bhandari,Male,Mechanical Engineering,2026,7.59,"Node.js, DevOps, Digital Marketing, React",jeet.bhandari1169@placemux-student.com,4530123984,Thrissur,In Process
1170,46,Krishna Deep,Male,Electronics & Communication,2024,6.97,"Docker, Machine Learning, Tableau, AWS",krishna.deep1170@placemux-student.com,2847190172,Dindigul,In Process
1171,20,Ayush Sarna,Male,Data Science,2026,7.32,"Node.js, AWS, Excel",ayush.sarna1171@placemux-student.com,4871775461,Dhanbad,Placed
1172,20,Reyansh Parsa,Male,Civil Engineering,2023,6.23,"Machine Learning, Node.js, SQL, Communication, Kubernetes, AWS, Java",reyansh.parsa1172@placemux-student.com,8727258122,Kharagpur,In Process
1173,3,Shravya Walla,Female,Information Technology,2023,7.94,"Python, Product Management, Data Analysis, Deep Learning, Docker",shravya.walla1173@placemux-student.com,4823733791,Chandigarh,Placed
1174,66,Arunima Dar,Female,Information Technology,2024,7.63,"Excel, Python, Java",arunima.dar1174@placemux-student.com,8035869017,Kamarhati,In Process
1175,66,Forum Pandey,Female,Electrical Engineering,2027,7.65,"Python, Django, Docker, Excel, Deep Learning, Data Analysis, Product Management",forum.pandey1175@placemux-student.com,9994529517,Kumbakonam,Placed
1176,40,Sara Kumar,Female,Data Science,2026,8.27,"C++, DevOps, Digital Marketing, Kubernetes, Data Analysis, Node.js",sara.kumar1176@placemux-student.com,3872205422,Pondicherry,In Process
1177,20,Leena Raja,Female,Data Science,2024,7.43,"Java, DevOps, C++, Machine Learning, Python, Data Analysis, Power BI",leena.raja1177@placemux-student.com,3083344470,Danapur,Not Placed
1178,84,Noah Arora,Male,Civil Engineering,2024,7.05,"Digital Marketing, Machine Learning, Docker",noah.arora1178@placemux-student.com,7020596851,Mehsana,In Process
1179,16,Lavanya Gopal,Female,Computer Science,2025,8.33,"Tableau, Deep Learning, Docker, Power BI, AWS",lavanya.gopal1179@placemux-student.com,6329563427,Kozhikode,In Process
1180,59,Praneel Dube,Male,Artificial Intelligence & ML,2024,9.14,"DevOps, Java, C++",praneel.dube1180@placemux-student.com,6165812920,Guntakal,Placed
1181,48,Mekhala Dada,Female,Information Technology,2026,8.71,"Deep Learning, Django, SQL, DevOps, Power BI, Tableau, Data Analysis",mekhala.dada1181@placemux-student.com,5630295596,Jamnagar,In Process
1182,73,Tara Gera,Female,Electronics & Communication,2026,7.0,"Digital Marketing, AWS, React, Docker, Java",tara.gera1182@placemux-student.com,2066154980,Kurnool,In Process
1183,84,Damyanti Kapoor,Other,Electronics & Communication,2026,8.19,"Communication, Kubernetes, Tableau",damyanti.kapoor1183@placemux-student.com,0498321122,Sagar,In Process
1184,57,Yashodhara Chowdhury,Female,Mechanical Engineering,2024,6.48,"Deep Learning, Kubernetes, Data Analysis",yashodhara.chowdhury1184@placemux-student.com,8268687640,Firozabad,In Process
1185,95,Ayush Ramachandran,Male,Electronics & Communication,2025,7.06,"SQL, Machine Learning, Power BI, Python",ayush.ramachandran1185@placemux-student.com,4200629877,Saharsa,In Process
1186,53,Nihal Rama,Male,Electronics & Communication,2027,7.83,"Excel, Data Analysis, Digital Marketing, Deep Learning, Machine Learning, C++",nihal.rama1186@placemux-student.com,4641962342,Ulhasnagar,Placed
1187,49,Hemal Borde,Female,Data Science,2027,8.23,"SQL, C++, Data Analysis, Digital Marketing, Product Management, AWS",hemal.borde1187@placemux-student.com,2041042948,Sasaram,In Process
1188,11,Daksh Chana,Male,Information Technology,2023,7.82,"Data Analysis, Digital Marketing, Excel, Machine Learning, Communication, Java",daksh.chana1188@placemux-student.com,9726999949,Bhubaneswar,In Process
1189,71,Aishani Bhandari,Female,Electrical Engineering,2026,6.84,"Product Management, AWS, Machine Learning, DevOps, React",aishani.bhandari1189@placemux-student.com,6660200053,Tinsukia,In Process
1190,88,Rudra Gulati,Male,Electrical Engineering,2024,6.8,"Python, Communication, Java, AWS, Django, Docker, Node.js",rudra.gulati1190@placemux-student.com,0505243838,Erode,Placed
1191,52,Frederick Bhatia,Male,Artificial Intelligence & ML,2025,8.73,"Digital Marketing, Product Management, Data Analysis, Machine Learning, Django, Python, Excel",frederick.bhatia1191@placemux-student.com,7686276332,Kurnool,In Process
1192,40,Jalsa Sule,Other,Electronics & Communication,2027,4.96,"Communication, Data Analysis, Deep Learning, Tableau",jalsa.sule1192@placemux-student.com,1851862671,Moradabad,Not Placed
1193,56,Aadi Borde,Male,Civil Engineering,2027,7.09,"React, Java, C++, Communication, Machine Learning",aadi.borde1193@placemux-student.com,2823392188,Ghaziabad,Placed
1194,93,Bhavika Wadhwa,Female,Electrical Engineering,2024,7.02,"AWS, Deep Learning, Communication, Django, Java, Docker",bhavika.wadhwa1194@placemux-student.com,5067761065,Shimoga,Placed
1195,60,Jatin Borde,Male,Data Science,2025,7.05,"Data Analysis, Java, Node.js, Deep Learning",jatin.borde1195@placemux-student.com,7976178159,Hosur,Placed
1196,13,Mason Palla,Male,Data Science,2026,8.59,"Python, Kubernetes, Django, C++",mason.palla1196@placemux-student.com,2026656862,Durgapur,Placed
1197,26,Neel Sem,Male,Civil Engineering,2024,7.12,"Django, Digital Marketing, SQL, Docker, Communication",neel.sem1197@placemux-student.com,4989925539,Bihar Sharif,Placed
1198,88,Ekansh Bajaj,Male,Civil Engineering,2026,7.83,"Django, Machine Learning, React, C++, Java, Power BI, DevOps",ekansh.bajaj1198@placemux-student.com,4729669417,Lucknow,In Process
1199,87,Aarav Shankar,Male,Civil Engineering,2024,8.35,"Product Management, React, Tableau, Deep Learning",aarav.shankar1199@placemux-student.com,7485994641,Gorakhpur,Placed
1200,64,Samesh Shere,Male,Commerce,2023,9.0,"AWS, Digital Marketing, Python, DevOps",samesh.shere1200@placemux-student.com,4785369881,Bilaspur,Placed
1201,40,Mohini Mutti,Female,Information Technology,2025,6.42,"Django, Power BI, Node.js, Java",mohini.mutti1201@placemux-student.com,9286052102,Sikar,In Process
1202,60,Ryan Mann,Male,Data Science,2024,6.37,"Node.js, Java, Machine Learning, Docker, C++, Communication",ryan.mann1202@placemux-student.com,0824845813,Kalyan-Dombivli,In Process
1203,17,Nitesh Subramanian,Male,Civil Engineering,2027,7.81,"Data Analysis, Java, Machine Learning, Digital Marketing, Django, Docker",nitesh.subramanian1203@placemux-student.com,8839974185,Amroha,Placed
1204,55,Qasim Arya,Male,Civil Engineering,2026,7.46,"Django, SQL, Tableau, Digital Marketing",qasim.arya1204@placemux-student.com,0305661995,Jalna,In Process
1205,56,Chanakya Lal,Male,Artificial Intelligence & ML,2027,6.35,"Python, Machine Learning, Product Management, SQL, Kubernetes",chanakya.lal1205@placemux-student.com,7846790870,Vijayanagaram,In Process
1206,18,Anay Balasubramanian,Male,Information Technology,2027,7.0,"Python, Product Management, Deep Learning, Excel",anay.balasubramanian1206@placemux-student.com,3651034444,Singrauli,Placed
1207,40,Warhi Mahal,Female,Commerce,2024,6.42,"Django, Deep Learning, Power BI, Communication",warhi.mahal1207@placemux-student.com,6865240622,Morena,Placed
1208,39,Ekapad Murty,Male,Electronics & Communication,2026,8.09,"C++, SQL, Kubernetes",ekapad.murty1208@placemux-student.com,2221905334,Aizawl,In Process
1209,32,Wakeeta Ramachandran,Female,Business Administration,2026,7.22,"Django, Kubernetes, Product Management",wakeeta.ramachandran1209@placemux-student.com,8455939652,Satara,Placed
1210,82,Aarush Suresh,Male,Information Technology,2024,8.35,"Docker, Product Management, Kubernetes",aarush.suresh1210@placemux-student.com,2455312900,Mysore,In Process
1211,73,Bahadurjit Sodhi,Male,Business Administration,2026,4.18,"Node.js, Digital Marketing, Python",bahadurjit.sodhi1211@placemux-student.com,2772648839,Begusarai,Placed
1212,71,Omaja Garg,Female,Information Technology,2027,6.03,"Machine Learning, Java, React, AWS, Node.js",omaja.garg1212@placemux-student.com,9425251618,Sultan Pur Majra,Not Placed
1213,48,Bahadurjit Bhakta,Male,Electrical Engineering,2027,5.8,"Java, SQL, Machine Learning, Docker, Communication",bahadurjit.bhakta1213@placemux-student.com,0805491477,Ambarnath,In Process
1214,89,Hredhaan Parikh,Male,Computer Science,2027,6.58,"Power BI, Python, Data Analysis, Communication",hredhaan.parikh1214@placemux-student.com,4784171594,Ramagundam,In Process
1215,13,Harsh Bansal,Male,Business Administration,2025,9.23,"Kubernetes, Tableau, React, Deep Learning, C++",harsh.bansal1215@placemux-student.com,3788033183,Mathura,Placed
1216,14,Gavin Sane,Male,Mechanical Engineering,2024,7.57,"Kubernetes, Docker, AWS, Machine Learning, Java, Product Management, Python",gavin.sane1216@placemux-student.com,8788281527,Baranagar,In Process
